CBO2002;TITULO;trad;Job_Zone;code;prox;title
225145;Médico em medicina de tráfego;Doctor in traffic medicine;;;;
225142;Médico da estratégia de saúde da família;Family Health Strategy Physician;;;;
225140;Médico do trabalho;Work doctor;;;;
225136;Médico reumatologista;Rheumatologist;5;29-1069.02;0.7857142857142857;Dermatologists
225130;Médico de família e comunidade;Family doctor and community;;;;
225127;Médico pneumologista;Pneumologist;5;29-1069.04;0.75;Neurologists
225125;Médico clínico;Clinical doctor;;;;
225124;Médico pediatra;Pediatrician;5;29-1065.00;0.7058823529411765;Pediatricians, General
225122;Médico cancerologista pediátrico;Pediatric cancer specialist;5;29-1065.00;0.6122448979591837;Pediatricians, General
225121;Médico oncologista clínico;Clinical oncologist;5;19-3031.02;0.8292682926829268;Clinical Psychologists
225120;Médico cardiologista;Cardiologist;5;29-1069.10;0.8333333333333334;Radiologists
225118;Médico nutrologista;Nurse Practitioner;5;29-1171.00;0.972972972972973;Nurse Practitioners
225115;Médico angiologista;Angiologist doctor;;;;
225103;Médico infectologista;Medical infectologist;3;29-2055.00;0.6511627906976745;Surgical Technologists
225105;Médico acupunturista;Medical Acupuncturist;5;29-1199.01;0.7428571428571429;Acupuncturists
225195;Médico homeopata;Médico homeopath;;;;
225109;Médico nefrologista;Nephrologist doctor;5;29-1069.04;0.6451612903225806;Neurologists
225240;Médico cirurgião torácico;Medical thoracic surgeon;;;;
225250;Médico ginecologista e obstetra;Gynecologist and obstetrician;3;29-2056.00;0.6086956521739131;Veterinary Technologists and Technicians
225230;Médico cirurgião pediátrico;Pediatric Surgeon;4;17-1022.01;0.6285714285714286;Geodetic Surveyors
225225;Médico cirurgião geral;Medical surgeon general;;;;
225220;Médico cirurgião do aparelho digestivo;Medical surgeon of the digestive system;;;;
225215;Médico cirurgião de cabeça e pescoço;Head and neck surgeon physician;;;;
225210;Médico cirurgião cardiovascular;Cardiovascular surgeon;;;;
225203;Médico em cirurgia vascular;Doctor in vascular surgery;;;;
225235;Médico cirurgião plástico;Medical Plastic Surgeon;;;;
225255;Médico mastologista;Mastologist;5;29-1069.07;0.782608695652174;Pathologists
225260;Médico neurocirurgião;Medical Neurosurgeon;;;;
225275;Médico otorrinolaringologista;Otorhinolaryngologist;;;;
225280;Médico coloproctologista;Coloproctologist physician;;;;
225290;Médico cancerologista cirurgíco;Surgeon cancer doctor;;;;
225295;Médico cirurgião da mão;Medical hand surgeon;3;31-9094.00;0.6222222222222222;Medical Transcriptionists
225305;Médico citopatologista;Medical cytopathologist;5;19-3031.02;0.6222222222222222;Clinical Psychologists
225305;Médico citopatologista;Medical cytopathologist;3;29-2055.00;0.6222222222222222;Surgical Technologists
225310;Médico em endoscopia;Doctor in endoscopy;;;;
225350;Médico neurofisiologista clínico;Clinical neurophysiologist;5;19-3031.02;0.7083333333333334;Clinical Psychologists
225330;Médico radioterapeuta;Radiotherapist;3;29-1124.00;0.7647058823529411;Radiation Therapists
225335;Médico patologista clínico / medicina laboratorial;Medical Clinical Pathologist / Laboratory Medicine;3;29-2012.00;0.7096774193548387;Medical and Clinical Laboratory Technicians
225340;Médico hemoterapeuta;Medical hemotherapist;5;29-1123.00;0.65;Physical Therapists
225345;Médico hiperbarista;Hyperbarista doctor;;;;
226105;Quiropraxista;Chiropractor;5;29-1011.00;0.96;Chiropractors
226110;Osteopata;Osteopath;;;;
226315;Equoterapeuta;Equalizer;;;;
226310;Arteterapeuta;Art therapist;5;29-1125.01;0.8888888888888888;Art Therapists
226320;Naturólogo;Naturologist;5;29-1069.04;0.8333333333333334;Neurologists
226305;Musicoterapeuta;Music Therapist;4;29-1125.02;0.967741935483871;Music Therapists
231105;Professor de nível superior na educação infantil (quatro a seis anos);Senior teacher in early childhood education (four to six years);;;;
231110;Professor de nível superior na educação infantil (zero a três anos);Senior teacher in early childhood education (zero to three years);;;;
231210;Professor de nível superior do ensino fundamental (primeira a quarta série);Elementary school teacher (first to fourth grade);;;;
231205;Professor da  educação de jovens e adultos do ensino fundamental (primeira a quarta série);Teacher of youth and adult education in elementary education (first to fourth grade);;;;
231315;Professor de educação física do ensino fundamental;Elementary School Physical Education Teacher;4;25-2021.00;0.6875;Elementary School Teachers, Except Special Education
232120;Professor de educação física no ensino médio;Physical education teacher in high school;4;25-2053.00;0.6585365853658537;Special Education Teachers, Middle School
232105;Professor de artes no ensino médio;Art teacher in high school;;;;
232165;Professor de química no ensino médio;Chemistry teacher in high school;;;;
232160;Professor de psicologia no ensino médio;Psychology teacher in high school;;;;
232150;Professor de língua estrangeira moderna no ensino médio;Modern foreign language teacher in high school;;;;
232140;Professor de história no ensino médio;History teacher in high school;;;;
232115;Professor de disciplinas pedagógicas no ensino médio;Teacher of pedagogic disciplines in high school;;;;
232130;Professor de física no ensino médio;Physics teacher in high school;;;;
232135;Professor de geografia no ensino médio;Geography teacher in high school;;;;
232145;Professor de língua e literatura brasileira no ensino médio;Teacher of Brazilian language and literature in high school;;;;
232155;Professor de matemática no ensino médio;Math teacher in high school;;;;
232125;Professor de filosofia no ensino médio;Professor of Philosophy in High School;;;;
232110;Professor de biologia no ensino médio;Biology teacher in high school;;;;
232170;Professor de sociologia no ensino médio;Professor of sociology in high school;;;;
233105;Professor da área de meio ambiente;Professor of the environment area;;;;
233135;Professor de tecnologia e cálculo técnico;Professor of technology and technical calculation;;;;
233115;Professor de técnicas agrícolas;Professor of agricultural techniques;;;;
233120;Professor de técnicas comerciais e secretariais;Professor of commercial and secretarial techniques;;;;
233110;Professor de desenho técnico;Technical drawing teacher;4;27-3042.00;0.7142857142857143;Technical Writers
233130;Professor de técnicas industriais;Professor of industrial techniques;;;;
233125;Professor de técnicas de enfermagem;Professor of nursing techniques;;;;
233225;Professor instrutor de ensino e aprendizagem em serviços;Teacher teaching and learning in services;;;;
233220;Professor instrutor de ensino e aprendizagem agroflorestal;Teacher instructor of teaching and learning agroforestry;;;;
233215;Instrutor de aprendizagem e treinamento comercial;Learning Instructor and Business Training;;;;
233205;Instrutor de aprendizagem e treinamento agropecuário;Agricultural trainer and apprenticeship training;;;;
233210;Instrutor de aprendizagem e treinamento industrial;Industrial Learning and Training Instructor;;;;
234105;Professor de matemática aplicada (no ensino superior);Professor of applied mathematics (in higher education);;;;
234110;Professor de matemática pura (no ensino superior);Professor of pure mathematics (in higher education);;;;
234115;Professor de estatística (no ensino superior);Professor of statistics (in higher education);;;;
234120;Professor de computação (no ensino superior);Computer teacher (in higher education);;;;
234125;Professor de pesquisa operacional (no ensino superior);Professor of operational research (in higher education);;;;
234205;Professor de física (ensino superior);Professor of Physics (Higher Education);;;;
234215;Professor de astronomia (ensino superior);Professor of Astronomy (Higher Education);;;;
234210;Professor de química (ensino superior);Professor of Chemistry (Higher Education);;;;
234305;Professor de arquitetura;Architecture professor;4;17-3011.01;0.6363636363636364;Architectural Drafters
234315;Professor de geofísica;Professor of Geophysics;;;;
234310;Professor de engenharia;Engineering professor;5;25-1032.00;0.6071428571428571;Engineering Teachers, Postsecondary
234320;Professor de geologia;Geology teacher;5;19-3092.00;0.6153846153846154;Geographers
234410;Professor de educação física no ensino superior;Physical education teacher in higher education;;;;
234455;Professor de terapia ocupacional;Occupational therapy teacher;3;31-2012.00;0.7777777777777778;Occupational Therapy Aides
234460;Professor de zootecnia do ensino superior;Professor of zootechnics in higher education;;;;
234420;Professor de farmácia e bioquímica;Professor of pharmacy and biochemistry;;;;
234425;Professor de fisioterapia;Physical Therapy Teacher;2;31-2022.00;0.7083333333333334;Physical Therapist Aides
234430;Professor de fonoaudiologia;Speech Therapy Teacher;;;;
234435;Professor de medicina;Professor of medicine;;;;
234440;Professor de medicina veterinária;Professor of Veterinary Medicine;;;;
234445;Professor de nutrição;Nutrition Teacher;;;;
234450;Professor de odontologia;Dentistry Professor;2;51-9141.00;0.6046511627906976;Semiconductor Processors
234405;Professor de ciências biológicas do ensino superior;Professor of biological sciences of higher education;;;;
234415;Professor de enfermagem do ensino superior;Professor of Nursing in Higher Education;;;;
234505;Professor de ensino superior na área de didática;Professor of higher education in the area of ??didactics;;;;
234510;Professor de ensino superior na área de orientação educacional;Professor of higher education in the area of ??educational guidance;;;;
234515;Professor de ensino superior na área de pesquisa educacional;Professor of higher education in the area of ??educational research;;;;
234520;Professor de ensino superior na área de prática de ensino;Professor of higher education in the area of ??teaching practice;;;;
234664;Professor de outras línguas e literaturas;Teacher of other languages ??and literatures;;;;
234656;Professor de literatura italiana;Professor of Italian Literature;;;;
234652;Professor de literatura inglesa;Professor of English Literature;;;;
234648;Professor de literatura francesa;French literature professor;;;;
234644;Professor de literatura espanhola;Professor of Spanish Literature;;;;
234684;Professor de teoria da literatura;Professor of Literary Theory;;;;
234680;Professor de semiótica;Professor of semiotics;;;;
234676;Professor de filologia e crítica textual;Professor of philology and textual criticism;;;;
234672;Professor de lingüística e lingüística aplicada;Professor of linguistics and applied linguistics;;;;
234668;Professor de línguas estrangeiras modernas;Professor of modern foreign languages;;;;
234660;Professor de literatura de línguas estrangeiras modernas;Professor of literature of modern foreign languages;;;;
234604;Professor de língua alemã;German Teacher;;;;
234608;Professor de língua italiana;Italian language teacher;;;;
234612;Professor de língua francesa;French language teacher;;;;
234616;Professor de língua inglesa;English teacher;;;;
234620;Professor de língua espanhola;Spanish teacher;;;;
234624;Professor de língua portuguesa;Portuguese language teacher;;;;
234628;Professor de literatura brasileira;Professor of Brazilian Literature;;;;
234636;Professor de literatura alemã;Professor of German Literature;;;;
234640;Professor de literatura comparada;Professor of comparative literature;;;;
234632;Professor de literatura portuguesa;Professor of Portuguese Literature;;;;
234770;Professor de sociologia do ensino superior;Professor of Sociology of Higher Education;;;;
234765;Professor de serviço social do ensino superior;Professor of social work in higher education;;;;
234760;Professor de psicologia do ensino superior;Professor of higher education psychology;;;;
234755;Professor de museologia do ensino superior;Professor of museology in higher education;;;;
234750;Professor de jornalismo;Professor of journalism;;;;
234745;Professor de história do ensino superior;Professor of History of Higher Education;;;;
234740;Professor de geografia do ensino superior;Professor of geography of higher education;;;;
234735;Professor de filosofia do ensino superior;Professor of Philosophy of Higher Education;;;;
234730;Professor de direito do ensino superior;Professor of higher education law;;;;
234725;Professor de comunicação social do ensino superior;Professor of higher education media;;;;
234720;Professor de ciência política do ensino superior;Professor of political science in higher education;;;;
234715;Professor de biblioteconomia do ensino superior;Professor of higher education librarianship;;;;
