"CBO2002";"CIUO88";"titulo"
"325015";"8154";"Operadores de equipos de destilación y de reacción química (excepto petróleo y gas natural)"
"325105";"3211";"Técnicos en ciencias biológicas y afines"
"325210";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"325305";"3211";"Técnicos en ciencias biológicas y afines"
"325310";"3211";"Técnicos en ciencias biológicas y afines"
"331105";"3320";"Maestros de nivel medio de la enseñanza preescolar"
"331110";"3320";"Maestros de nivel medio de la enseñanza preescolar"
"331205";"3340";"Otros maestros e instructores de nivel medio"
"331305";"3340";"Otros maestros e instructores de nivel medio"
"332105";"3340";"Otros maestros e instructores de nivel medio"
"332205";"2359";"Otros profesionales de la enseñanza, no clasificados bajo otros epígrafes"
"333105";"3340";"Otros maestros e instructores de nivel medio"
"333110";"3340";"Otros maestros e instructores de nivel medio"
"333115";"3340";"Otros maestros e instructores de nivel medio"
"334110";"2352";"Inspectores de la enseñanza"
"334105";"2352";"Inspectores de la enseñanza"
"334115";"5111";"Camareros y azafatas"
"341120";"3143";"Pilotos de aviación y afines"
"341110";"3143";"Pilotos de aviación y afines"
"341250";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341210";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341205";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341235";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341245";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341240";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341320";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341315";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341325";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341310";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341305";"3142";"Capitanes, oficiales de cubierta y prácticos"
"342110";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"342115";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"342125";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"342215";"3422";"Declarantes o gestores de aduana"
"342525";"3144";"Controladores de tráfico aéreo"
"342545";"3144";"Controladores de tráfico aéreo"
"342540";"3144";"Controladores de tráfico aéreo"
"342535";"3144";"Controladores de tráfico aéreo"
"342550";"3144";"Controladores de tráfico aéreo"
"351115";"3434";"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines"
"351415";"3432";"Profesionales de nivel medio del derecho y servicios legales o afines"
"351420";"3432";"Profesionales de nivel medio del derecho y servicios legales o afines"
"351610";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"351735";"3412";"Agentes de seguros"
"351910";"3450";"Inspectores de policía y detectives"
"351905";"3450";"Inspectores de policía y detectives"
"352315";"3449";"Agentes de las administraciones públicas de aduanas, impuestos y afines, no clasificados bajo otros epígrafes"
"352320";"3449";"Agentes de las administraciones públicas de aduanas, impuestos y afines, no clasificados bajo otros epígrafes"
"352420";"3449";"Agentes de las administraciones públicas de aduanas, impuestos y afines, no clasificados bajo otros epígrafes"
"352405";"3449";"Agentes de las administraciones públicas de aduanas, impuestos y afines, no clasificados bajo otros epígrafes"
"353220";"4122";"Empleados de servicios estadísticos y financieros"
"353210";"4122";"Empleados de servicios estadísticos y financieros"
"353215";"4122";"Empleados de servicios estadísticos y financieros"
"354150";"3415";"Representantes comerciales y técnicos de ventas"
"354820";"3414";"Agentes de viajes"
"354825";"3414";"Agentes de viajes"
"371110";"3431";"Profesionales de nivel medio de servicios administrativos y afines"
"371210";"3431";"Profesionales de nivel medio de servicios administrativos y afines"
"371205";"3431";"Profesionales de nivel medio de servicios administrativos y afines"
"371405";"3340";"Otros maestros e instructores de nivel medio"
"371410";"3340";"Otros maestros e instructores de nivel medio"
"372110";"3139";"Operadores de equipos ópticos y electrónicos, no clasificados bajo otros epígrafes"
"373130";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"373135";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"373145";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"373140";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"373105";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"373230";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"373225";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"374110";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374115";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374145";"3471";"Decoradores y diseñadores"
"374140";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374135";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374150";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374155";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374130";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374205";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374215";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"374310";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"374415";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374425";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374405";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374410";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"375120";"3471";"Decoradores y diseñadores"
"375115";"3471";"Decoradores y diseñadores"
"376110";"3473";"Músicos, cantantes y bailarines callejeros, de cabaret y afines"
"376105";"3473";"Músicos, cantantes y bailarines callejeros, de cabaret y afines"
"376240";"3474";"Payasos, prestidigitadores, acróbatas y afines"
"376250";"3474";"Payasos, prestidigitadores, acróbatas y afines"
"376210";"3474";"Payasos, prestidigitadores, acróbatas y afines"
"376330";"3472";"Locutores de radio y televisión y afines"
"376320";"3472";"Locutores de radio y televisión y afines"
"376315";"3472";"Locutores de radio y televisión y afines"
"376310";"3472";"Locutores de radio y televisión y afines"
"377120";"3475";"Atletas, deportistas y afines"
"377125";"3475";"Atletas, deportistas y afines"
"377140";"3475";"Atletas, deportistas y afines"
"377240";"3475";"Atletas, deportistas y afines"
"377245";"3475";"Atletas, deportistas y afines"
"377235";"3475";"Atletas, deportistas y afines"
"377230";"3475";"Atletas, deportistas y afines"
"377225";"3475";"Atletas, deportistas y afines"
"377220";"3475";"Atletas, deportistas y afines"
"377215";"3475";"Atletas, deportistas y afines"
"377210";"3475";"Atletas, deportistas y afines"
"391130";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"395110";"3212";"Técnicos en agronomía, zootecnia y silvicultura"
"410240";"4131";"Empleados de control de abastecimientos inventario"
"411015";"4121";"Empleados de contabilidad y cálculo de costos"
"411050";"4121";"Empleados de contabilidad y cálculo de costos"
"413205";"4122";"Empleados de servicios estadísticos y financieros"
"414140";"4131";"Empleados de control de abastecimientos inventario"
"414125";"4131";"Empleados de control de abastecimientos inventario"
"414120";"4131";"Empleados de control de abastecimientos inventario"
"414135";"4131";"Empleados de control de abastecimientos inventario"
"415215";"4142";"Empleados de servicios de correos"
"415305";"4122";"Empleados de servicios estadísticos y financieros"
"420130";"4222";"Recepcionistas y empleados de informaciones"
"420120";"4222";"Recepcionistas y empleados de informaciones"
"420115";"4222";"Recepcionistas y empleados de informaciones"
"421315";"4215";"Cobradores y afines"
"422130";"4222";"Recepcionistas y empleados de informaciones"
"422210";"4223";"Telefonistas"
"422215";"4223";"Telefonistas"
"422220";"4223";"Telefonistas"
"422320";"9113";"Vendedores a domicilio y por teléfono"
"422310";"9113";"Vendedores a domicilio y por teléfono"
"422305";"9113";"Vendedores a domicilio y por teléfono"
"423110";"4211";"Cajeros y expendedores de billetes"
"424105";"3439";"Profesionales de nivel medio de servicios de administración, no clasificados bajo otros epígrafes"
"424110";"3439";"Profesionales de nivel medio de servicios de administración, no clasificados bajo otros epígrafes"
"424130";"3439";"Profesionales de nivel medio de servicios de administración, no clasificados bajo otros epígrafes"
"424120";"3439";"Profesionales de nivel medio de servicios de administración, no clasificados bajo otros epígrafes"
"424115";"3439";"Profesionales de nivel medio de servicios de administración, no clasificados bajo otros epígrafes"
"424210";"3439";"Profesionales de nivel medio de servicios de administración, no clasificados bajo otros epígrafes"
"424205";"3439";"Profesionales de nivel medio de servicios de administración, no clasificados bajo otros epígrafes"
"510205";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"511510";"5113";"Guías"
"511505";"5113";"Guías"
"512120";"9131";"Personal doméstico"
"513215";"5122";"Cocineros"
"513440";"5122";"Cocineros"
"513505";"5122";"Cocineros"
"513605";"5122";"Cocineros"
"513610";"5122";"Cocineros"
"513615";"5122";"Cocineros"
"514230";"9161";"Recolectores de basura"
"514310";"7143";"Limpiadores de fachadas y deshollinadores"
"514330";"9141";"Conserjes"
"515140";"5132";"Ayudantes de enfermería en instituciones"
"515105";"5132";"Ayudantes de enfermería en instituciones"
"515125";"5132";"Ayudantes de enfermería en instituciones"
"515130";"5132";"Ayudantes de enfermería en instituciones"
"515135";"5132";"Ayudantes de enfermería en instituciones"
"515220";"5139";"Trabajadores de los cuidados personales y afines, no clasificados bajo otros epígrafes"
"515210";"5139";"Trabajadores de los cuidados personales y afines, no clasificados bajo otros epígrafes"
"515325";"5132";"Ayudantes de enfermería en instituciones"
"515320";"5132";"Ayudantes de enfermería en instituciones"
"515315";"5132";"Ayudantes de enfermería en instituciones"
"515310";"5132";"Ayudantes de enfermería en instituciones"
"515305";"5132";"Ayudantes de enfermería en instituciones"
"515330";"5132";"Ayudantes de enfermería en instituciones"
"516210";"5133";"Ayudantes de enfermería a domicilio"
"516220";"5133";"Ayudantes de enfermería a domicilio"
"516340";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"516405";"9133";"Lavanderos y planchadores manuales"
"516605";"9312";"Peones de obras públicas y mantenimiento: carreteras, presas y obras similares"
"516710";"5151";"Astrólogos y afines"
"516810";"5152";"Adivinadores, quirománticos y afines"
"516805";"5152";"Adivinadores, quirománticos y afines"
"517225";"5162";"Policías"
"517335";"5162";"Policías"
"517425";"9152";"Porteros y guardianes y afines"
"519115";"8321";"Conductores de motocicletas"
"519105";"9331";"Conductores de vehículos accionados a pedal o a brazo"
"519215";"9161";"Recolectores de basura"
"519210";"9161";"Recolectores de basura"
"519315";"5139";"Trabajadores de los cuidados personales y afines, no clasificados bajo otros epígrafes"
"519320";"5139";"Trabajadores de los cuidados personales y afines, no clasificados bajo otros epígrafes"
"519310";"5139";"Trabajadores de los cuidados personales y afines, no clasificados bajo otros epígrafes"
"519805";"5149";"Otros trabajadores de servicios personales a particulares. no clasificados bajo otros epígrafes"
"520105";"3415";"Representantes comerciales y técnicos de ventas"
"521140";"5220";"Vendedores y demostradores de tiendas y almacenes"
"523110";"7243";"Mecánicos y reparadores de aparatos electrónicos"
"524215";"9111";"Vendedores ambulantes de productos comestibles"
