CODIGO;TITULO;trad;Job_Zone;code;prox;title
214315;Engenheiro eletricista de manutenção;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214315;Engenheiro eletricista de manutenção;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214315;Engenheiro eletricista de manutenção;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214315;Engenheiro eletricista de manutenção;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214340;Engenheiro de telecomunicações;Telecommunications Engineer;3;15-1143.01;0.782608695652174;Telecommunications Engineering Specialists
214340;Engenheiro de telecomunicações;Telecommunications Engineer;3;15-1143.01;0.782608695652174;Telecommunications Engineering Specialists
214345;Engenheiro projetista de telecomunicações;Telecommunications Engineer;3;15-1143.01;0.782608695652174;Telecommunications Engineering Specialists
214345;Engenheiro projetista de telecomunicações;Telecommunications Engineer;3;15-1143.01;0.782608695652174;Telecommunications Engineering Specialists
214350;Engenheiro de redes de comunicação;Communication Network Engineer;4;17-2199.02;0.6;Validation Engineers
214305;Engenheiro eletricista;Electrical engineer;4;17-2071.00;0.9230769230769231;Electrical Engineers
214305;Engenheiro eletricista;Electrical engineer;4;17-2071.00;0.9230769230769231;Electrical Engineers
214310;Engenheiro eletrônico;Electrical engineer;4;17-2071.00;0.9230769230769231;Electrical Engineers
214310;Engenheiro eletrônico;Electrical engineer;4;17-2071.00;0.9230769230769231;Electrical Engineers
214435;Tecnólogo em fabricação mecânica;Technologist in mechanical manufacturing;3;29-2056.00;0.575;Veterinary Technologists and Technicians
214415;Engenheiro mecânico (energia nuclear);Mechanical engineer (nuclear power);4;17-2141.00;0.6545454545454545;Mechanical Engineers
214420;Engenheiro mecânico industrial;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214420;Engenheiro mecânico industrial;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214420;Engenheiro mecânico industrial;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214420;Engenheiro mecânico industrial;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214425;Engenheiro aeronáutico;Aeronautical engineer;4;17-2011.00;0.7;Aerospace Engineers
214430;Engenheiro naval;Naval engineer;4;17-2051.00;0.6896551724137931;Civil Engineers
214405;Engenheiro mecânico;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214405;Engenheiro mecânico;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214405;Engenheiro mecânico;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214405;Engenheiro mecânico;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
214410;Engenheiro mecânico automotivo;Automotive Mechanical Engineer;4;17-2141.00;0.76;Mechanical Engineers
214535;Tecnólogo em produção sulcroalcooleira;Technologist in sulco-alcohol production;;;;
214530;Engenheiro químico (utilidades e meio ambiente);Chemical engineer (utilities and environment);2;51-9011.00;0.5411764705882353;Chemical Equipment Operators and Tenders
214525;Engenheiro químico (petróleo e borracha);Chemical Engineer (Oil & Rubber);4;17-2041.00;0.68;Chemical Engineers
214520;Engenheiro químico (papel e celulose);Chemical engineer (paper and pulp);4;17-2041.00;0.6153846153846154;Chemical Engineers
214515;Engenheiro químico (mineração, metalurgia, siderurgia, cimenteira e cerâmica);Chemical engineer (mining, metallurgy, steel, cement and ceramics);;;;
214510;Engenheiro químico (indústria química);Chemical engineer (chemical industry);4;17-2041.00;0.6181818181818182;Chemical Engineers
214505;Engenheiro químico;Chemical engineer;4;17-2041.00;0.9142857142857143;Chemical Engineers
214610;Engenheiro metalurgista;Metallurgical Engineer;4;17-2071.00;0.7619047619047619;Electrical Engineers
214605;Engenheiro de materiais;Materials engineer;4;17-2131.00;0.918918918918919;Materials Engineers
214615;Tecnólogo em metalurgia;Technologist in metallurgy;5;29-2011.02;0.5116279069767442;Cytotechnologists
214745;Tecnólogo em petróleo e gás;Oil and gas technologist;4;29-2011.00;0.6086956521739131;Medical and Clinical Laboratory Technologists
214750;Tecnólogo em rochas ornamentais;Ornamental rock technologist;5;29-2011.02;0.6222222222222222;Cytotechnologists
214705;Engenheiro de minas;Mining engineer;4;17-2121.01;0.7096774193548387;Marine Engineers
214710;Engenheiro de minas (beneficiamento);Mining Engineer (Processing);4;17-2121.01;0.5909090909090909;Marine Engineers
214715;Engenheiro de minas (lavra a céu aberto);Mining engineer (open pit mining);;;;
214720;Engenheiro de minas (lavra subterrânea);Mining Engineer (underground mining);2;53-7033.00;0.6419753086419753;Loading Machine Operators, Underground Mining
214725;Engenheiro de minas (pesquisa mineral);Mining Engineer (mineral research);4;17-2199.04;0.5263157894736842;Manufacturing Engineers
214730;Engenheiro de minas (planejamento);Mining Engineer (planning);4;17-2121.01;0.5714285714285714;Marine Engineers
214735;Engenheiro de minas (processo);Mining Engineer (process);4;17-2121.01;0.6341463414634146;Marine Engineers
214740;Engenheiro de minas (projeto);Mining Engineer (project);4;17-2121.01;0.5853658536585366;Marine Engineers
214810;Engenheiro cartógrafo;Engineer cartographer;5;19-3092.00;0.5625;Geographers
214805;Engenheiro agrimensor;Surveyor engineer;4;17-2161.00;0.6470588235294118;Nuclear Engineers
214925;Engenheiro de tempos e movimentos;Time and motion engineer;4;17-2051.01;0.6666666666666666;Transportation Engineers
214910;Engenheiro de controle de qualidade;Quality Control Engineer;4;11-3051.01;0.7142857142857143;Quality Control Systems Managers
214935;Tecnólogo em segurança do trabalho;Technologist in occupational safety;;;;
214940;Higienista ocupacional;Occupational hygienist;5;29-1122.00;0.8;Occupational Therapists
214945;Engenheiro de logistica;Logistics Engineer;4;13-1081.01;0.972972972972973;Logistics Engineers
214905;Engenheiro de produção;Production engineer;4;17-2111.03;0.7441860465116279;Product Safety Engineers
214920;Engenheiro de riscos;Risk Engineer;4;17-2199.08;0.7741935483870968;Robotics Engineers
214915;Engenheiro de segurança do trabalho;Work safety engineer;4;17-2111.03;0.6818181818181818;Product Safety Engineers
214930;Tecnólogo em produção industrial;Technologist in industrial production;4;11-3051.00;0.5671641791044776;Industrial Production Managers
215120;Coordenador de operações de combate à poluição no meio aquaviário;Coordinator of operations to combat pollution in the waterways;;;;
215115;Comandante da marinha mercante;Commander of the merchant navy;;;;
215110;Capitão de manobra da marinha mercante;Commander of the merchant navy;;;;
215145;Prático de portos da marinha mercante;Practice of merchant marine ports;;;;
215105;Agente de manobra e docagem;Maneuvering and docking agent;2;43-5011.00;0.5660377358490566;Cargo and Freight Agents
215130;Inspetor de terminal;Terminal inspector;2;45-2011.00;0.6341463414634146;Agricultural Inspectors
215135;Inspetor naval;Naval inspector;3;33-2021.01;0.6;Fire Inspectors
215135;Inspetor naval;Naval inspector;3;33-2021.01;0.6;Fire Inspectors
215140;Oficial de quarto de navegação da marinha mercante;Merchant Navy Navigation Room Officer;3;33-3021.02;0.5063291139240507;Police Identification and Records Officers
215125;Imediato da marinha mercante;Immediate of merchant navy;;;;
215150;Vistoriador naval;Naval inspector;3;33-2021.01;0.6;Fire Inspectors
215150;Vistoriador naval;Naval inspector;3;33-2021.01;0.6;Fire Inspectors
215215;Segundo oficial de máquinas da marinha mercante;Second engineer officer of the merchant navy;;;;
215210;Primeiro oficial de máquinas da marinha mercante;First merchant marine engineer officer;2;53-5011.00;0.5079365079365079;Sailors and Marine Oilers
215205;Oficial superior de máquinas da marinha mercante;Merchant Navy Senior Marine Officer;;;;
215220;Superintendente técnico no transporte aquaviário;Superintendent of waterway transportation;;;;
215305;Piloto de aeronaves;Aircraft pilot;3;27-1012.00;0.5185185185185185;Craft Artists
215310;Piloto de ensaios em vôo;Flight Test Pilot;3;53-2031.00;0.5294117647058824;Flight Attendants
215315;Instrutor de vôo;Flight Instructor;3;33-2021.01;0.625;Fire Inspectors
221105;Biólogo;Biologist;5;19-1020.01;0.9473684210526315;Biologists
221205;Biomédico;Biomedic;4;17-2031.00;0.5714285714285714;Biomedical Engineers
222115;Engenheiro de pesca;Fishing Engineer;3;53-5031.00;0.7333333333333333;Ship Engineers
222110;Engenheiro agrônomo;Agronomist Engineer;4;17-2199.08;0.7027027027027027;Robotics Engineers
222105;Engenheiro agrícola;Agricultural engineer;4;17-2021.00;0.9302325581395349;Agricultural Engineers
222120;Engenheiro florestal;Forestry Engineer;4;41-9031.00;0.6875;Sales Engineers
222205;Engenheiro de alimentos;Food engineer;4;17-2199.08;0.6451612903225806;Robotics Engineers
222215;Tecnólogo em alimentos;Food Technologist;3;29-2034.00;0.7317073170731707;Radiologic Technologists
223236;Cirurgião dentista - odontopediatra;Dental Surgeon - pediatric dentistry;3;29-2021.00;0.5283018867924528;Dental Hygienists
223240;Cirurgião dentista - ortopedista e ortodontista;Dental surgeon - orthopedist and orthodontist;5;29-2091.00;0.5277777777777778;Orthotists and Prosthetists
223244;Cirurgião dentista - patologista bucal;Dental surgeon - oral pathologist;5;29-1127.00;0.5245901639344263;Speech-Language Pathologists
223248;Cirurgião dentista - periodontista;Dental surgeon - periodontist;3;29-2021.00;0.5652173913043478;Dental Hygienists
223252;Cirurgião dentista - protesiólogo bucomaxilofacial;Dental surgeon - bucomaxillofacial prosthodontist;5;29-1022.00;0.55;Oral and Maxillofacial Surgeons
223256;Cirurgião dentista - protesista;Dentist - Prothesis Surgeon;5;29-2091.00;0.5185185185185185;Orthotists and Prosthetists
223260;Cirurgião dentista - radiologista;Dental Surgeon - Radiologist;3;29-2021.00;0.5777777777777777;Dental Hygienists
223264;Cirurgião dentista - reabilitador oral;Dental Surgeon - Oral Rehabilitator;;;;
223268;Cirurgião dentista - traumatologista bucomaxilofacial;Bucomaxillofacial traumatologist;5;29-1022.00;0.5079365079365079;Oral and Maxillofacial Surgeons
223272;Cirurgião dentista de saúde coletiva;Public health dentist surgeon;5;19-3094.00;0.5714285714285714;Political Scientists
223276;Cirurgião dentista - odontologia do trabalho;Dentist Surgeon - Work Dentistry;;;;
223280;Cirurgião dentista - dentística;Dentist - Dental Surgeon;5;29-1021.00;0.5853658536585366;Dentists, General
223284;Cirurgião dentista - disfunção temporomandibular e dor orofacial;Dental surgeon - temporomandibular dysfunction and orofacial pain;;;;
223288;Cirurgião dentista - odontologia para pacientes com necessidades especiais;Dental surgeon - dentistry for patients with special needs;;;;
223293;Cirurgião-dentista da estratégia de saúde da família;Family Health Strategy Surgeon-Dentist;5;29-1062.00;0.5142857142857142;Family and General Practitioners
223204;Cirurgião dentista - auditor;Dental Surgeon - auditor;3;29-2021.00;0.5853658536585366;Dental Hygienists
223208;Cirurgião dentista - clínico geral;Dentist Surgeon - General Practitioner;5;29-1062.00;0.6285714285714286;Family and General Practitioners
223212;Cirurgião dentista - endodontista;Dental surgeon - endodontist;3;29-2021.00;0.5777777777777777;Dental Hygienists
223216;Cirurgião dentista - epidemiologista;Dentist Surgeon - Epidemiologist;5;19-1042.00;0.6216216216216216;Medical Scientists, Except Epidemiologists
223220;Cirurgião dentista - estomatologista;Dentist Surgeon - Stomatologist;5;29-1069.02;0.5777777777777777;Dermatologists
223224;Cirurgião dentista - implantodontista;Dental Surgeon - Implant Dentistry;3;29-2021.00;0.5098039215686274;Dental Hygienists
